inventoryId,originKind,currentId,sourceFile,sourcePath,course,topic,topicIndex,block,community,provenance,statement,answer,solution,difficulty,modalities,reviewIndicators,mathFormat,options,correctIndex,accessible,accessibleVia,issues
"fase0-008936","source-record","b)","data/madrid-pau-authored.js","window.MADRID_PAU_AUTHORED.2bach-ccss.madrid-ccss-4.15.2.answers.b)","2bach-ccss","sin-determinar","","sin-determinar","Madrid","","","2/15≈0,1333","Planteamiento: Calculamos la probabilidad total de abandono y restamos la parte correspondiente a quienes no tienen supervisión. Desarrollo paso a paso: Como el 40 % continúa al menos un mes, P(A)=0,60. Ya sabemos que P(A∩S̄)=0,56, luego P(A∩S)=0,60−0,56=0,04. Por tanto, P(A|S)=0,04/0,30=2/15≈0,1333. Resultado final: Abandona el 13,33 % aproximadamente de quienes tienen supervisión médica. Comprobación: 0,30·(2/15)+0,70·0,80=0,04+0,56=0,60, el abandono total.","sin-determinar","","","Unicode matemático","2/15≈0,1333 | 0,40 | 0,20 | 4/15≈0,2667","0","false","","sin-enunciado"
"fase0-008937","source-record","exercise","data/madrid-pau-authored.js","window.MADRID_PAU_AUTHORED.2bach-ccss.madrid-ccss-4.15.3.exercise","2bach-ccss","sin-determinar","","sin-determinar","Madrid","Junio-Opción A-2014","Sean A y B dos sucesos tales que P(A)=0,4, P(A∪B)=0,5 y P(B|A)=0,5. Sean A y B dos sucesos tales que P ( A )=0,4, P ( A ∪ B )=0,5 y P ( B | A )=0,5.","","","sin-determinar","","","texto plano/ASCII","","","false","","sin-respuesta | sin-solucion"
"fase0-008938","source-record","a)","data/madrid-pau-authored.js","window.MADRID_PAU_AUTHORED.2bach-ccss.madrid-ccss-4.15.3.answers.a)","2bach-ccss","sin-determinar","","sin-determinar","Madrid","","","0,30","Planteamiento: Obtenemos primero la intersección a partir de la probabilidad condicionada y después aplicamos la fórmula de la unión. Desarrollo paso a paso: P(A∩B)=P(B|A)P(A)=0,5·0,4=0,2. Como P(A∪B)=P(A)+P(B)−P(A∩B), se cumple 0,5=0,4+P(B)−0,2. Por tanto, P(B)=0,3. Resultado final: P(B)=0,30. Comprobación: 0,4+0,3−0,2=0,5, la probabilidad de la unión dada.","sin-determinar","","","texto plano/ASCII","0,30 | 0,20 | 0,40 | 0,50","0","false","","sin-enunciado"
"fase0-008939","source-record","b)","data/madrid-pau-authored.js","window.MADRID_PAU_AUTHORED.2bach-ccss.madrid-ccss-4.15.3.answers.b)","2bach-ccss","sin-determinar","","sin-determinar","Madrid","","","2/7≈0,2857","Planteamiento: Calculamos la parte de A que queda fuera de B y la dividimos entre la probabilidad de B̄. Desarrollo paso a paso: P(A∩B̄)=P(A)−P(A∩B)=0,4−0,2=0,2. Además, P(B̄)=1−0,3=0,7. Así, P(A|B̄)=0,2/0,7=2/7. Resultado final: P(A|B̄)=2/7≈0,2857. Comprobación: (2/7)·0,7=0,2, que coincide con P(A∩B̄).","sin-determinar","","","Unicode matemático","2/7≈0,2857 | 1/5=0,20 | 3/7≈0,4286 | 1/2=0,50","0","false","","sin-enunciado"
"fase0-008940","source-record","exercise","data/madrid-pau-authored.js","window.MADRID_PAU_AUTHORED.2bach-ccss.madrid-ccss-4.15.4.exercise","2bach-ccss","sin-determinar","","sin-determinar","Madrid","Junio-Opción B-2014","Se lanza un dado equilibrado. Si sale 1 o 2, se extrae una bola de una urna A que contiene 3 bolas rojas y 2 negras. En cualquier otro resultado se extrae una bola de una urna B que contiene 2 bolas rojas y 3 negras. Se lanza un dado equilibrado. Si sale 1 o 2, se extrae una bola de una urna A que contiene 3 bolas rojas y 2 negras. En cualquier otro resultado se extrae una bola de una urna B que contiene 2 bolas rojas y 3 negras.","","","sin-determinar","","","texto plano/ASCII","","","false","","sin-respuesta | sin-solucion"
"fase0-008941","source-record","a)","data/madrid-pau-authored.js","window.MADRID_PAU_AUTHORED.2bach-ccss.madrid-ccss-4.15.4.answers.a)","2bach-ccss","sin-determinar","","sin-determinar","Madrid","","","7/15≈0,4667","Planteamiento: Aplicamos la probabilidad total según la urna elegida por el lanzamiento del dado. Desarrollo paso a paso: P(A)=2/6=1/3 y P(B)=4/6=2/3. Las probabilidades de rojo son P(R|A)=3/5 y P(R|B)=2/5. Por tanto, P(R)=(1/3)(3/5)+(2/3)(2/5)=1/5+4/15=7/15. Resultado final: La probabilidad de extraer una bola roja es 7/15≈0,4667. Comprobación: Es una media ponderada de 3/5 y 2/5, por lo que queda entre ambos valores.","sin-determinar","","","Unicode matemático","7/15≈0,4667 | 3/5=0,60 | 2/5=0,40 | 1/2=0,50","0","false","","sin-enunciado"
"fase0-008942","source-record","b)","data/madrid-pau-authored.js","window.MADRID_PAU_AUTHORED.2bach-ccss.madrid-ccss-4.15.4.answers.b)","2bach-ccss","sin-determinar","","sin-determinar","Madrid","","","3/7≈0,4286","Planteamiento: Aplicamos el teorema de Bayes para invertir el condicionamiento. Desarrollo paso a paso: P(A∩R)=P(A)P(R|A)=(1/3)(3/5)=1/5. Como P(R)=7/15, P(A|R)=(1/5)/(7/15)=3/7. Resultado final: P(A|R)=3/7≈0,4286. Comprobación: La probabilidad complementaria de que la bola roja proceda de B es 4/7 y ambas suman 1.","sin-determinar","","","Unicode matemático","3/7≈0,4286 | 4/7≈0,5714 | 1/3≈0,3333 | 3/5=0,60","0","false","","sin-enunciado"
"fase0-008943","source-record","exercise","data/madrid-pau-authored.js","window.MADRID_PAU_AUTHORED.2bach-ccss.madrid-ccss-4.15.5.exercise","2bach-ccss","sin-determinar","","sin-determinar","Madrid","Junio-Coincidente-Opción A-2014","Todos los empleados de una empresa conocen al menos inglés o alemán. El 75 % conoce inglés y el 46 % conoce alemán. Todos los empleados de una empresa conocen al menos inglés o alemán. El 75 % conoce inglés y el 46 % conoce alemán.","","","sin-determinar","","","texto plano/ASCII","","","false","","sin-respuesta | sin-solucion"
"fase0-008944","source-record","a)","data/madrid-pau-authored.js","window.MADRID_PAU_AUTHORED.2bach-ccss.madrid-ccss-4.15.5.answers.a)","2bach-ccss","sin-determinar","","sin-determinar","Madrid","","","21 %","Planteamiento: Como todos conocen al menos uno de los dos idiomas, la probabilidad de la unión es 1. Desarrollo paso a paso: P(I∩A)=P(I)+P(A)−P(I∪A)=0,75+0,46−1=0,21. Resultado final: El 21 % de los empleados conoce ambos idiomas. Comprobación: 0,75+0,46−0,21=1, por lo que toda la plantilla queda incluida en la unión.","sin-determinar","","","texto plano/ASCII","21 % | 29 % | 34,5 % | 46 %","0","false","","sin-enunciado"
"fase0-008945","source-record","b)","data/madrid-pau-authored.js","window.MADRID_PAU_AUTHORED.2bach-ccss.madrid-ccss-4.15.5.answers.b)","2bach-ccss","sin-determinar","","sin-determinar","Madrid","","","21/46≈0,4565","Planteamiento: Aplicamos la definición de probabilidad condicionada dentro del grupo que conoce alemán. Desarrollo paso a paso: P(I|A)=P(I∩A)/P(A)=0,21/0,46=21/46. Resultado final: La probabilidad es 21/46≈0,4565, es decir, aproximadamente un 45,65 %. Comprobación: (21/46)·0,46=0,21, la proporción que conoce ambos idiomas.","sin-determinar","","","Unicode matemático","21/46≈0,4565 | 0,21 | 0,75 | 25/46≈0,5435","0","false","","sin-enunciado"
"fase0-008946","source-record","exercise","data/madrid-pau-authored.js","window.MADRID_PAU_AUTHORED.2bach-ccss.madrid-ccss-4.15.6.exercise","2bach-ccss","sin-determinar","","sin-determinar","Madrid","Junio-Coincidente-Opción B-2014","En un estudio de arquitectura, el 80 % de los trabajadores es de nacionalidad española y el 40 % son mujeres. Entre las mujeres, el 90 % es de nacionalidad española. En un estudio de arquitectura, el 80 % de los trabajadores es de nacionalidad española y el 40 % son mujeres. Entre las mujeres, el 90 % es de nacionalidad española.","","","sin-determinar","","","texto plano/ASCII","","","false","","sin-respuesta | sin-solucion"
"fase0-008947","source-record","a)","data/madrid-pau-authored.js","window.MADRID_PAU_AUTHORED.2bach-ccss.madrid-ccss-4.15.6.answers.a)","2bach-ccss","sin-determinar","","sin-determinar","Madrid","","","0,04","Planteamiento: Multiplicamos la proporción de mujeres por la proporción de extranjeras dentro de ese grupo. Desarrollo paso a paso: P(Ē|M)=1−0,90=0,10. Entonces P(M∩Ē)=P(M)P(Ē|M)=0,40·0,10=0,04. Resultado final: La probabilidad es 0,04, un 4 %. Comprobación: Las mujeres españolas representan 0,40·0,90=0,36 y 0,36+0,04=0,40.","sin-determinar","","","texto plano/ASCII","0,04 | 0,10 | 0,36 | 0,20","0","false","","sin-enunciado"
"fase0-008948","source-record","b)","data/madrid-pau-authored.js","window.MADRID_PAU_AUTHORED.2bach-ccss.madrid-ccss-4.15.6.answers.b)","2bach-ccss","sin-determinar","","sin-determinar","Madrid","","","11/15≈0,7333","Planteamiento: Restamos de los trabajadores españoles las mujeres españolas y condicionamos al grupo que no es mujer. Desarrollo paso a paso: P(E∩M)=0,40·0,90=0,36. Por tanto, P(E∩M̄)=P(E)−P(E∩M)=0,80−0,36=0,44. Como P(M̄)=0,60, P(E|M̄)=0,44/0,60=11/15. Resultado final: P(E|M̄)=11/15≈0,7333. Comprobación: (11/15)·0,60=0,44, la proporción de españoles que no son mujeres.","sin-determinar","","","Unicode matemático","11/15≈0,7333 | 0,80 | 0,44 | 3/5=0,60","0","false","","sin-enunciado"
"fase0-008949","source-record","exercise","data/madrid-pau-authored.js","window.MADRID_PAU_AUTHORED.2bach-ccss.madrid-ccss-4.15.7.exercise","2bach-ccss","sin-determinar","","sin-determinar","Madrid","Septiembre-Opción A-2014","En una representación navideña se reparten al azar, sin reemplazamiento, 22 papeles: 7 de animales, 3 de personas y 12 de árboles. En una representación navideña se reparten al azar, sin reemplazamiento, 22 papeles: 7 de animales, 3 de personas y 12 de árboles.","","","sin-determinar","","","texto plano/ASCII","","","false","","sin-respuesta | sin-solucion"
"fase0-008950","source-record","a)","data/madrid-pau-authored.js","window.MADRID_PAU_AUTHORED.2bach-ccss.madrid-ccss-4.15.7.answers.a)","2bach-ccss","sin-determinar","","sin-determinar","Madrid","","","30/77≈0,3896","Planteamiento: Sumamos los tres casos incompatibles en los que los dos primeros papeles pertenecen al mismo tipo. Desarrollo paso a paso: P(mismo tipo)=(7/22)(6/21)+(3/22)(2/21)+(12/22)(11/21). El numerador común es 42+6+132=180 y el denominador es 22·21=462. Así, 180/462=30/77. Resultado final: La probabilidad es 30/77≈0,3896. Comprobación: La probabilidad de tipos distintos es 47/77 y ambas suman 1.","sin-determinar","","","Unicode matemático","30/77≈0,3896 | 15/77≈0,1948 | 47/77≈0,6104 | 1/3≈0,3333","0","false","","sin-enunciado"
"fase0-008951","source-record","b)","data/madrid-pau-authored.js","window.MADRID_PAU_AUTHORED.2bach-ccss.madrid-ccss-4.15.7.answers.b)","2bach-ccss","sin-determinar","","sin-determinar","Madrid","","","171/1540≈0,1110","Planteamiento: Para que el primer papel de persona llegue al tercer estudiante, los dos primeros deben ser de otro tipo y el tercero debe ser de persona. Desarrollo paso a paso: Hay 19 papeles que no son de persona. Por tanto, la probabilidad es (19/22)(18/21)(3/20)=1026/9240=171/1540. Resultado final: La probabilidad es 171/1540≈0,1110. Comprobación: Cada factor corresponde, respectivamente, a que el primer papel no sea de persona, el segundo tampoco y el tercero sí.","sin-determinar","","","Unicode matemático","171/1540≈0,1110 | 3/22≈0,1364 | 19/154≈0,1234 | 1/7≈0,1429","0","false","","sin-enunciado"
"fase0-008952","source-record","exercise","data/madrid-pau-authored.js","window.MADRID_PAU_AUTHORED.2bach-ccss.madrid-ccss-4.15.8.exercise","2bach-ccss","sin-determinar","","sin-determinar","Madrid","Septiembre-Opción A-2014","En un colectivo de jubilados hay el mismo número de personas procedentes de los sectores educativo y sanitario, y el número del sector educativo duplica al del sector de justicia. Acude a una fiesta de despedida el 80 % del sector educativo, el 60 % del sector de justicia y el 30 % del sector sanitario. En un colectivo de jubilados hay el mismo número de personas procedentes de los sectores educativo y sanitario, y el número del sector educativo duplica al del sector de justicia. Acude a una fiesta de despedida el 80 % del sector educativo, el 60 % del sector de justicia y el 30 % del sector sanitario.","","","sin-determinar","","","texto plano/ASCII","","","false","","sin-respuesta | sin-solucion"
"fase0-008953","source-record","a)","data/madrid-pau-authored.js","window.MADRID_PAU_AUTHORED.2bach-ccss.madrid-ccss-4.15.8.answers.a)","2bach-ccss","sin-determinar","","sin-determinar","Madrid","","","0,56","Planteamiento: Determinamos primero la proporción de jubilados de cada sector y aplicamos la probabilidad total. Desarrollo paso a paso: Si en justicia hay x personas, en educación y sanidad hay 2x en cada sector. El total es 5x, por lo que P(E)=2/5, P(J)=1/5 y P(S)=2/5. Entonces P(F)=(2/5)0,80+(1/5)0,60+(2/5)0,30=0,32+0,12+0,12=0,56. Resultado final: La probabilidad de acudir a la fiesta es 0,56, un 56 %. Comprobación: Es una media ponderada de 0,80, 0,60 y 0,30 y queda entre esos valores.","sin-determinar","","","texto plano/ASCII","0,56 | 0,60 | 0,48 | 0,44","0","false","","sin-enunciado"
"fase0-008954","source-record","b)","data/madrid-pau-authored.js","window.MADRID_PAU_AUTHORED.2bach-ccss.madrid-ccss-4.15.8.answers.b)","2bach-ccss","sin-determinar","","sin-determinar","Madrid","","","7/11≈0,6364","Planteamiento: Aplicamos Bayes comparando quienes pertenecen al sector sanitario y no acuden con el total de personas que no acuden. Desarrollo paso a paso: P(S∩F̄)=(2/5)(1−0,30)=0,40·0,70=0,28. Además, P(F̄)=1−0,56=0,44. Así, P(S|F̄)=0,28/0,44=7/11. Resultado final: La probabilidad es 7/11≈0,6364. Comprobación: (7/11)·0,44=0,28, la probabilidad conjunta calculada.","sin-determinar","","","Unicode matemático","7/11≈0,6364 | 2/5=0,40 | 0,28 | 4/11≈0,3636","0","false","","sin-enunciado"
"fase0-008955","source-record","exercise","data/madrid-pau-authored.js","window.MADRID_PAU_AUTHORED.2bach-ccss.madrid-ccss-4.15.9.exercise","2bach-ccss","sin-determinar","","sin-determinar","Madrid","Septiembre-Coincidente-Opción A-2014","Sean A y B dos sucesos tales que P(A)=P(A|B)=0,25 y P(B|A)=0,5. Sean A y B dos sucesos tales que P ( A )= P ( A | B )=0,25 y P ( B | A )=0,5.","","","sin-determinar","","","texto plano/ASCII","","","false","","sin-respuesta | sin-solucion"
"fase0-008956","source-record","a)","data/madrid-pau-authored.js","window.MADRID_PAU_AUTHORED.2bach-ccss.madrid-ccss-4.15.9.answers.a)","2bach-ccss","sin-determinar","","sin-determinar","Madrid","","","Sí, son independientes","Planteamiento: Dos sucesos son independientes cuando la probabilidad de uno no cambia al saber que ha ocurrido el otro. Desarrollo paso a paso: El enunciado da P(A|B)=0,25 y P(A)=0,25. Como ambas probabilidades coinciden y P(B)>0, A y B son independientes. También puede comprobarse que P(A∩B)=P(B|A)P(A)=0,5·0,25=0,125 y P(B)=P(A∩B)/P(A|B)=0,125/0,25=0,5. Entonces P(A)P(B)=0,25·0,5=0,125=P(A∩B). Resultado final: Los sucesos A y B son independientes. Comprobación: Se cumplen simultáneamente P(A|B)=P(A) y P(B|A)=P(B).","sin-determinar","","","Unicode matemático","Sí, son independientes | No, porque P(B|A)≠P(A) | No, porque P(A∩B)=0 | No puede decidirse con los datos","0","false","","sin-enunciado"
"fase0-008957","source-record","b)","data/madrid-pau-authored.js","window.MADRID_PAU_AUTHORED.2bach-ccss.madrid-ccss-4.15.9.answers.b)","2bach-ccss","sin-determinar","","sin-determinar","Madrid","","","0,625","Planteamiento: Calculamos primero la intersección y la probabilidad de B, y aplicamos la fórmula de la unión. Desarrollo paso a paso: P(A∩B)=P(B|A)P(A)=0,5·0,25=0,125. Además, P(B)=0,125/0,25=0,5. Por tanto, P(A∪B)=0,25+0,5−0,125=0,625. Resultado final: P(A∪B)=0,625. Comprobación: La unión es mayor que P(B)=0,5 y menor que 1, como debe ocurrir.","sin-determinar","","","texto plano/ASCII","0,625 | 0,750 | 0,500 | 0,125","0","false","","sin-enunciado"
"fase0-008958","source-record","exercise","data/madrid-pau-authored.js","window.MADRID_PAU_AUTHORED.2bach-ccss.madrid-ccss-4.15.10.exercise","2bach-ccss","sin-determinar","","sin-determinar","Madrid","Septiembre-Coincidente-Opción B-2014","Se ha cometido un delito. La probabilidad de que lo haya cometido un varón es el doble de la probabilidad de que lo haya cometido una mujer. La probabilidad de encontrar 15 crestas al examinar un área determinada de la huella dactilar es 0,26 si pertenece a un varón y 0,04 si pertenece a una mujer. Se ha cometido un delito. La probabilidad de que lo haya cometido un varón es el doble de la probabilidad de que lo haya cometido una mujer. La probabilidad de encontrar 15 crestas al examinar un área determinada de la huella dactilar es 0,26 si pertenece a un varón y 0,04 si pertenece a una mujer.","","","sin-determinar","","","texto plano/ASCII","","","false","","sin-respuesta | sin-solucion"
"fase0-008959","source-record","a)","data/madrid-pau-authored.js","window.MADRID_PAU_AUTHORED.2bach-ccss.madrid-ccss-4.15.10.answers.a)","2bach-ccss","sin-determinar","","sin-determinar","Madrid","","","14/75≈0,1867","Planteamiento: Determinamos las probabilidades de que el autor sea varón o mujer y aplicamos la probabilidad total. Desarrollo paso a paso: Si P(M)=x, entonces P(V)=2x y x+2x=1, de modo que P(M)=1/3 y P(V)=2/3. Sea C el suceso «la huella tiene 15 crestas». Entonces P(C)=(2/3)0,26+(1/3)0,04=0,52/3+0,04/3=0,56/3=14/75. Resultado final: La probabilidad es 14/75≈0,1867. Comprobación: Es una media ponderada de 0,26 y 0,04, por lo que queda entre ambos valores.","sin-determinar","","","Unicode matemático","14/75≈0,1867 | 0,26 | 0,15 | 2/15≈0,1333","0","false","","sin-enunciado"
"fase0-008960","source-record","b)","data/madrid-pau-authored.js","window.MADRID_PAU_AUTHORED.2bach-ccss.madrid-ccss-4.15.10.answers.b)","2bach-ccss","sin-determinar","","sin-determinar","Madrid","","","13/14≈0,9286","Planteamiento: Aplicamos el teorema de Bayes: dividimos la probabilidad de una huella de 15 crestas perteneciente a un varón entre la probabilidad total de observar 15 crestas. Desarrollo paso a paso: P(V∩C)=(2/3)0,26=0,52/3=13/75. Como P(C)=14/75, P(V|C)=(13/75)/(14/75)=13/14. Resultado final: La probabilidad de que la huella pertenezca a un varón es 13/14≈0,9286. Comprobación: La probabilidad complementaria de que pertenezca a una mujer es 1/14 y ambas suman 1.","sin-determinar","","","Unicode matemático","13/14≈0,9286 | 2/3≈0,6667 | 0,26 | 1/14≈0,0714","0","false","","sin-enunciado"
"fase0-008961","source-record","exercise","data/madrid-pau-authored.js","window.MADRID_PAU_AUTHORED.2bach-ccss.madrid-ccss-4.16.1.exercise","2bach-ccss","sin-determinar","","sin-determinar","Madrid","Modelo-Opción A-2015","Se consideran dos sucesos incompatibles A y B tales que P(A)=0,4 y P(B)=0,3. Se consideran dos sucesos incompatibles A y B tales que P ( A )=0,4 y P ( B )=0,3.","","","sin-determinar","","","texto plano/ASCII","","","false","","sin-respuesta | sin-solucion"
"fase0-008962","source-record","a)","data/madrid-pau-authored.js","window.MADRID_PAU_AUTHORED.2bach-ccss.madrid-ccss-4.16.1.answers.a)","2bach-ccss","sin-determinar","","sin-determinar","Madrid","","","0,30","Planteamiento: Usamos que A y B son incompatibles y aplicamos una ley de De Morgan. Desarrollo paso a paso: Al ser incompatibles, P(A∪B)=P(A)+P(B)=0,4+0,3=0,7. El suceso Ā∩B̄ es el complementario de A∪B. Por tanto, P(Ā∩B̄)=1−0,7=0,3. Resultado final: P(Ā∩B̄)=0,30. Comprobación: 0,30+0,70=1, pues ambos sucesos son complementarios.","sin-determinar","","","texto plano/ASCII","0,30 | 0,70 | 0,12 | 0,42","0","false","","sin-enunciado"
"fase0-008963","source-record","b)","data/madrid-pau-authored.js","window.MADRID_PAU_AUTHORED.2bach-ccss.madrid-ccss-4.16.1.answers.b)","2bach-ccss","sin-determinar","","sin-determinar","Madrid","","","0,30","Planteamiento: Si A y B son incompatibles, siempre que ocurre B no ocurre A. Desarrollo paso a paso: Como A∩B=∅, el suceso B está contenido en Ā. Por tanto, B∩Ā=B y P(B∩Ā)=P(B)=0,3. Resultado final: P(B∩Ā)=0,30. Comprobación: B se descompone en (B∩A)∪(B∩Ā); la primera parte tiene probabilidad 0 y la segunda 0,3.","sin-determinar","","","texto plano/ASCII","0,30 | 0,12 | 0,70 | 0","0","false","","sin-enunciado"
"fase0-008964","source-record","exercise","data/madrid-pau-authored.js","window.MADRID_PAU_AUTHORED.2bach-ccss.madrid-ccss-4.16.2.exercise","2bach-ccss","sin-determinar","","sin-determinar","Madrid","Modelo-Opción B-2015","Una primera urna contiene 5 bolas blancas y 4 negras, y una segunda urna contiene 3 bolas blancas y 2 negras. Se toma al azar una bola de la primera urna y, sin mirarla, se introduce en la segunda. Después se extraen consecutivamente, con reemplazamiento, dos bolas de la segunda urna. Una primera urna contiene 5 bolas blancas y 4 negras, y una segunda urna contiene 3 bolas blancas y 2 negras. Se toma al azar una bola de la primera urna y, sin mirarla, se introduce en la segunda. Después se extraen consecutivamente, con reemplazamiento, dos bolas de la segunda urna.","","","sin-determinar","","","texto plano/ASCII","","","false","","sin-respuesta | sin-solucion"
"fase0-008965","source-record","a)","data/madrid-pau-authored.js","window.MADRID_PAU_AUTHORED.2bach-ccss.madrid-ccss-4.16.2.answers.a)","2bach-ccss","sin-determinar","","sin-determinar","Madrid","","","43/81≈0,5309","Planteamiento: Condicionamos por el color de la bola transferida y aplicamos la probabilidad total. Desarrollo paso a paso: Si se transfiere una blanca, con probabilidad 5/9, la segunda urna queda con 4 blancas y 2 negras. Con reemplazamiento, la probabilidad de dos bolas del mismo color es (4/6)²+(2/6)²=5/9. Si se transfiere una negra, con probabilidad 4/9, queda con 3 blancas y 3 negras y la probabilidad de mismo color es 1/2. Por tanto, P(mismo)=(5/9)(5/9)+(4/9)(1/2)=25/81+18/81=43/81. Resultado final: La probabilidad es 43/81≈0,5309. Comprobación: La probabilidad complementaria de distinto color es 38/81 y ambas suman 1.","sin-determinar","","","Unicode matemático","43/81≈0,5309 | 38/81≈0,4691 | 5/9≈0,5556 | 1/2=0,5","0","false","","sin-enunciado"
"fase0-008966","source-record","b)","data/madrid-pau-authored.js","window.MADRID_PAU_AUTHORED.2bach-ccss.madrid-ccss-4.16.2.answers.b)","2bach-ccss","sin-determinar","","sin-determinar","Madrid","","","38/81≈0,4691","Planteamiento: Los sucesos «mismo color» y «distinto color» son complementarios. Desarrollo paso a paso: Del apartado anterior, P(mismo color)=43/81. Entonces P(distinto color)=1−43/81=38/81. Resultado final: La probabilidad es 38/81≈0,4691. Comprobación: 43/81+38/81=81/81=1.","sin-determinar","","","Unicode matemático","38/81≈0,4691 | 43/81≈0,5309 | 4/9≈0,4444 | 1/2=0,5","0","false","","sin-enunciado"
"fase0-008967","source-record","exercise","data/madrid-pau-authored.js","window.MADRID_PAU_AUTHORED.2bach-ccss.madrid-ccss-4.16.3.exercise","2bach-ccss","sin-determinar","","sin-determinar","Madrid","Junio-Opción A-2015","En una bolsa hay cuatro bolas rojas y una verde. Se extraen consecutivamente y sin reemplazamiento dos bolas. En una bolsa hay cuatro bolas rojas y una verde. Se extraen consecutivamente y sin reemplazamiento dos bolas.","","","sin-determinar","","","texto plano/ASCII","","","false","","sin-respuesta | sin-solucion"
"fase0-008968","source-record","a)","data/madrid-pau-authored.js","window.MADRID_PAU_AUTHORED.2bach-ccss.madrid-ccss-4.16.3.answers.a)","2bach-ccss","sin-determinar","","sin-determinar","Madrid","","","3/5=0,60","Planteamiento: Con una sola bola verde, el único modo de obtener dos bolas del mismo color es extraer dos rojas. Desarrollo paso a paso: P(RR)=(4/5)(3/4)=3/5. No puede ocurrir VV porque solo hay una bola verde. Resultado final: La probabilidad es 3/5=0,60. Comprobación: La probabilidad de obtener colores distintos es 2/5 y ambas suman 1.","sin-determinar","","","texto plano/ASCII","3/5=0,60 | 4/5=0,80 | 1/5=0,20 | 2/5=0,40","0","false","","sin-enunciado"
"fase0-008969","source-record","b)","data/madrid-pau-authored.js","window.MADRID_PAU_AUTHORED.2bach-ccss.madrid-ccss-4.16.3.answers.b)","2bach-ccss","sin-determinar","","sin-determinar","Madrid","","","1/4=0,25","Planteamiento: Aplicamos la definición de probabilidad condicionada. Desarrollo paso a paso: P(V₁∩R₂)=(1/5)(4/4)=1/5. Por simetría, la probabilidad de que la segunda bola sea roja es 4/5. Así, P(V₁|R₂)=(1/5)/(4/5)=1/4. Resultado final: La probabilidad es 1/4=0,25. Comprobación: Dada una segunda bola roja, cualquiera de las cuatro bolas restantes inicialmente puede ocupar la primera posición; una de ellas es verde.","sin-determinar","","","Unicode matemático","1/4=0,25 | 1/5=0,20 | 1/3≈0,3333 | 3/4=0,75","0","false","","sin-enunciado"
"fase0-008970","source-record","exercise","data/madrid-pau-authored.js","window.MADRID_PAU_AUTHORED.2bach-ccss.madrid-ccss-4.16.4.exercise","2bach-ccss","sin-determinar","","sin-determinar","Madrid","Junio-Coincidente-Opción B-2015","Sean A y B dos sucesos tales que P(A∩B)=0,3, P(A∩B̄)=0,2 y P(B)=0,7. Sean A y B dos sucesos tales que P ( A ∩ B )=0,3, P ( A ∩B̄)=0,2 y P ( B )=0,7.","","","sin-determinar","","","texto plano/ASCII","","","false","","sin-respuesta | sin-solucion"
"fase0-008971","source-record","a)","data/madrid-pau-authored.js","window.MADRID_PAU_AUTHORED.2bach-ccss.madrid-ccss-4.16.4.answers.a)","2bach-ccss","sin-determinar","","sin-determinar","Madrid","","","0,90","Planteamiento: Calculamos P(A) sumando sus partes dentro y fuera de B, y después aplicamos la fórmula de la unión. Desarrollo paso a paso: P(A)=P(A∩B)+P(A∩B̄)=0,3+0,2=0,5. Entonces P(A∪B)=0,5+0,7−0,3=0,9. Resultado final: P(A∪B)=0,90. Comprobación: El complementario de la unión tiene probabilidad 0,10, por lo que el resultado no supera 1.","sin-determinar","","","texto plano/ASCII","0,90 | 0,70 | 0,50 | 1,00","0","false","","sin-enunciado"
"fase0-008972","source-record","b)","data/madrid-pau-authored.js","window.MADRID_PAU_AUTHORED.2bach-ccss.madrid-ccss-4.16.4.answers.b)","2bach-ccss","sin-determinar","","sin-determinar","Madrid","","","0,80","Planteamiento: Calculamos la parte de B que queda fuera de A y condicionamos al complementario de A. Desarrollo paso a paso: P(Ā∩B)=P(B)−P(A∩B)=0,7−0,3=0,4. Como P(A)=0,5, P(Ā)=0,5. Por tanto, P(B|Ā)=0,4/0,5=0,8. Resultado final: P(B|Ā)=0,80. Comprobación: 0,8·0,5=0,4, la probabilidad conjunta calculada.","sin-determinar","","","Unicode matemático","0,80 | 0,40 | 0,50 | 4/7≈0,5714","0","false","","sin-enunciado"
"fase0-008973","source-record","exercise","data/madrid-pau-authored.js","window.MADRID_PAU_AUTHORED.2bach-ccss.madrid-ccss-4.16.5.exercise","2bach-ccss","sin-determinar","","sin-determinar","Madrid","Junio-Coincidente-Opción A-2015","En un ensayo clínico, el 60 % de los pacientes con hepatitis C recibe únicamente interferón y el 40 % recibe ribavirina más interferón. Responde favorablemente el 43 % del primer grupo y el 71 % del segundo. En un ensayo clínico, el 60 % de los pacientes con hepatitis C recibe únicamente interferón y el 40 % recibe ribavirina más interferón. Responde favorablemente el 43 % del primer grupo y el 71 % del segundo.","","","sin-determinar","","","texto plano/ASCII","","","false","","sin-respuesta | sin-solucion"
